START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
09/01/18,06:05 PM,07:05 PM,Cubs at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/01/18,09/01/18,09:05 PM,10:05 PM,FALSE,TRUE,09/01/18,05:05 PM,06:05 PM,FREE,BUSY
09/02/18,12:35 PM,01:35 PM,Cubs at Phillies,Citizens Bank Park - Philadelphia,"Local TV: WGN ----- Local Radio: 670 The Score",09/02/18,09/02/18,03:35 PM,04:35 PM,FALSE,TRUE,09/02/18,11:35 AM,12:35 PM,FREE,BUSY
09/03/18,01:10 PM,02:10 PM,Cubs at Brewers,Miller Park - Milwaukee,"Local TV: WGN ----- Local Radio: 670 The Score",09/03/18,09/03/18,04:10 PM,05:10 PM,FALSE,TRUE,09/03/18,12:10 PM,01:10 PM,FREE,BUSY
09/04/18,07:10 PM,08:10 PM,Cubs at Brewers,Miller Park - Milwaukee,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/04/18,09/04/18,10:10 PM,11:10 PM,FALSE,TRUE,09/04/18,06:10 PM,07:10 PM,FREE,BUSY
09/05/18,07:10 PM,08:10 PM,Cubs at Brewers,Miller Park - Milwaukee,"Local TV: WGN ----- Local Radio: 670 The Score",09/05/18,09/05/18,10:10 PM,11:10 PM,FALSE,TRUE,09/05/18,06:10 PM,07:10 PM,FREE,BUSY
09/06/18,06:05 PM,07:05 PM,Cubs at Nationals,Nationals Park - Washington,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/06/18,09/06/18,09:05 PM,10:05 PM,FALSE,TRUE,09/06/18,05:05 PM,06:05 PM,FREE,BUSY
09/07/18,06:05 PM,07:05 PM,Cubs at Nationals,Nationals Park - Washington,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/07/18,09/07/18,09:05 PM,10:05 PM,FALSE,TRUE,09/07/18,05:05 PM,06:05 PM,FREE,BUSY
09/08/18,06:05 PM,07:05 PM,Cubs at Nationals,Nationals Park - Washington,"Local TV: WGN ----- Local Radio: 670 The Score",09/08/18,09/08/18,09:05 PM,10:05 PM,FALSE,TRUE,09/08/18,05:05 PM,06:05 PM,FREE,BUSY
09/09/18,12:35 PM,01:35 PM,Cubs at Nationals,Nationals Park - Washington,"Local Radio: 670 The Score",09/09/18,09/09/18,03:35 PM,04:35 PM,FALSE,TRUE,09/09/18,11:35 AM,12:35 PM,FREE,BUSY
09/10/18,07:05 PM,08:05 PM,Brewers at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score- WRTO 1200",09/10/18,09/10/18,10:05 PM,11:05 PM,FALSE,TRUE,09/10/18,06:05 PM,07:05 PM,FREE,BUSY
09/11/18,07:05 PM,08:05 PM,Brewers at Cubs,Wrigley Field - Chicago,"Local TV: WGN ----- Local Radio: 670 The Score",09/11/18,09/11/18,10:05 PM,11:05 PM,FALSE,TRUE,09/11/18,06:05 PM,07:05 PM,FREE,BUSY
09/12/18,07:05 PM,08:05 PM,Brewers at Cubs,Wrigley Field - Chicago,"Local TV: ABC 7 ----- Local Radio: 670 The Score",09/12/18,09/12/18,10:05 PM,11:05 PM,FALSE,TRUE,09/12/18,06:05 PM,07:05 PM,FREE,BUSY
09/14/18,01:20 PM,02:20 PM,Reds at Cubs,Wrigley Field - Chicago,"Local TV: WGN ----- Local Radio: 670 The Score- WRTO 1200",09/14/18,09/14/18,04:20 PM,05:20 PM,FALSE,TRUE,09/14/18,12:20 PM,01:20 PM,FREE,BUSY
09/15/18,03:05 PM,04:05 PM,Reds at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/15/18,09/15/18,06:05 PM,07:05 PM,FALSE,TRUE,09/15/18,02:05 PM,03:05 PM,FREE,BUSY
09/16/18,01:20 PM,02:20 PM,Reds at Cubs,Wrigley Field - Chicago,"Local TV: ABC 7 ----- Local Radio: 670 The Score",09/16/18,09/16/18,04:20 PM,05:20 PM,FALSE,TRUE,09/16/18,12:20 PM,01:20 PM,FREE,BUSY
09/17/18,08:40 PM,09:40 PM,Cubs at D-backs,Chase Field - Phoenix,"Local TV: WGN ----- Local Radio: 670 The Score",09/17/18,09/18/18,11:40 PM,12:40 AM,FALSE,TRUE,09/17/18,07:40 PM,08:40 PM,FREE,BUSY
09/18/18,08:40 PM,09:40 PM,Cubs at D-backs,Chase Field - Phoenix,"Local TV: WGN ----- Local Radio: 670 The Score",09/18/18,09/19/18,11:40 PM,12:40 AM,FALSE,TRUE,09/18/18,07:40 PM,08:40 PM,FREE,BUSY
09/19/18,08:40 PM,09:40 PM,Cubs at D-backs,Chase Field - Phoenix,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/19/18,09/20/18,11:40 PM,12:40 AM,FALSE,TRUE,09/19/18,07:40 PM,08:40 PM,FREE,BUSY
09/21/18,03:10 PM,04:10 PM,Cubs at White Sox,Guaranteed Rate Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/21/18,09/21/18,06:10 PM,07:10 PM,FALSE,TRUE,09/21/18,02:10 PM,03:10 PM,FREE,BUSY
09/22/18,06:10 PM,07:10 PM,Cubs at White Sox,Guaranteed Rate Field - Chicago,"Local Radio: 670 The Score",09/22/18,09/22/18,09:10 PM,10:10 PM,FALSE,TRUE,09/22/18,05:10 PM,06:10 PM,FREE,BUSY
09/23/18,01:10 PM,02:10 PM,Cubs at White Sox,Guaranteed Rate Field - Chicago,"Local TV: ABC 7 ----- Local Radio: 670 The Score",09/23/18,09/23/18,04:10 PM,05:10 PM,FALSE,TRUE,09/23/18,12:10 PM,01:10 PM,FREE,BUSY
09/24/18,07:05 PM,08:05 PM,Pirates at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/24/18,09/24/18,10:05 PM,11:05 PM,FALSE,TRUE,09/24/18,06:05 PM,07:05 PM,FREE,BUSY
09/25/18,07:05 PM,08:05 PM,Pirates at Cubs,Wrigley Field - Chicago,"Local TV: WGN ----- Local Radio: 670 The Score",09/25/18,09/25/18,10:05 PM,11:05 PM,FALSE,TRUE,09/25/18,06:05 PM,07:05 PM,FREE,BUSY
09/26/18,07:05 PM,08:05 PM,Pirates at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/26/18,09/26/18,10:05 PM,11:05 PM,FALSE,TRUE,09/26/18,06:05 PM,07:05 PM,FREE,BUSY
09/27/18,07:05 PM,08:05 PM,Pirates at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score- WRTO 1200",09/27/18,09/27/18,10:05 PM,11:05 PM,FALSE,TRUE,09/27/18,06:05 PM,07:05 PM,FREE,BUSY
09/28/18,01:20 PM,02:20 PM,Cardinals at Cubs,Wrigley Field - Chicago,"Local TV: ABC 7 ----- Local Radio: 670 The Score- WRTO 1200",09/28/18,09/28/18,04:20 PM,05:20 PM,FALSE,TRUE,09/28/18,12:20 PM,01:20 PM,FREE,BUSY
09/29/18,,,Cardinals at Cubs - Time TBD,Wrigley Field - Chicago,"Local Radio: 670 The Score- WRTO 1200",09/29/18,09/29/18,,,FALSE,TRUE,09/29/18,,,FREE,BUSY
09/30/18,02:20 PM,03:20 PM,Cardinals at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",09/30/18,09/30/18,05:20 PM,06:20 PM,FALSE,TRUE,09/30/18,01:20 PM,02:20 PM,FREE,BUSY
